Обращение,Вр__создания_обращения,Вр__создания_обращения_с_учетом_ЗО_инициатора,ВРЕМЯ_ЗАКРЫТИЯ,IP_адрес,РПА,Доля,ТЗ,Порядок,Объект,Наряд,Направление_РГ,Рабочая_группа,Исполнитель,Полигон_инициатора,ФИО,Подразделение_инициатора,Способ_обращения,Причина_обращения,АСОЗ,ВП,ОСК,Услуга,ЭК_запроса_наряда,Направление_проблем,ЭК_робота,Код_мероприятия_РРО,Шаблон_запроса,ВОЗВРАЩЕНО,ВОЗВРАЩЕНО_ОШИБОЧНО,КРАТКОЕ_ОПИСАНИЕ,ПОДРОБНОЕ_ОПИСАНИЕ,РЕШЕНИЕ
ОБР25-06272320,01.06.2025 10:27:47,01.06.2025 10:27:47,,,RPA,"1,00",12.0,1,ЗАП25-05257205,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,ДЦС-2-СПБ-ОКТ,телефон,Ведение учетных записей,,,,06.01 ЕК АСУИ КМО,ЕК-АСУИ-КМО,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-MAXIMA-ТС-0001-ОБЩЕЕ,ЦТС-ИНФР-0372,ЦТС-ИНФР-ЕК АСУИ КМО (MAXIMO). РАЗБЛОКИРОВКА/СМЕНА ПАРОЛЯ ПОЛЬЗОВАТЕЛЯ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272324,01.06.2025 10:18:27,01.06.2025 12:18:27,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257174,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272325,01.06.2025 10:19:35,01.06.2025 12:19:35,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257177,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272328,01.06.2025 10:20:19,01.06.2025 12:20:19,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257178,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272329,01.06.2025 10:20:59,01.06.2025 12:20:59,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257180,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272330,01.06.2025 10:21:41,01.06.2025 12:21:41,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257190,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272331,01.06.2025 10:20:01,01.06.2025 10:20:01,,,сотрудник,"1,00",35.0,1,ЗАП25-05257138,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,ДЦС-2-СПБ-ОКТ,телефон,Установка/Настройка АС на РМ,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),ИИ-ЦРТ-АСУВОП-3-ТС-0002-ОБЩЕЕ,ПИК-ИИ-РПА-0055,ЦТС-ИНФР-КОНСУЛЬТАЦИЯ ПО АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272333,01.06.2025 10:19:09,01.06.2025 13:19:09,,,ЧБ,"1,00",12.0,1,ЗАП25-05257179,дочерний объект,Направление ЦТС СП,ЕРП-АДМ-ПОРТАЛ,Чашкин Леонид Борисович,Западно-Сибирская ЖД,Иванов Иван Иванович,АФТО-3-ЗСИБ,Чат Бот,Ведение учетных записей,,,,15.01 СЕРВИСНЫЙ ПОРТАЛ РАБОТНИКА,ЕК-АСУТР-СЕРВИСНЫЙ-ПОРТАЛ-РАБОТНИКА,направление цтс пик (сп),ИИ-ЦРТ-СП-АВТОРИЗ-ТС-0001-ОБЩЕЕ,ПИК-ИИ-РПА-0166,ЦТС-ПИК-ЕК-АСУТР-СЕРВИСНЫЙ-ПОРТАЛ-АВТОРИЗАЦИЯ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272344,01.06.2025 10:21:02,01.06.2025 17:21:02,,,RPA,"1,00",11.0,1,ЗАП25-05257188,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СИБИРЬ,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,ФПК-СОБСТВ-ДВС,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ДВС-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272350,01.06.2025 10:23:22,01.06.2025 17:23:22,,,сотрудник,"1,00",29.0,1,ЗАП25-05257212,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СИБИРЬ,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ДВС,Чат бот помощник,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),ИИ-ЦРТ-РЕГ-ОБР-С-ВЛОЖЕНИЕМ-НА-РАБОТУ-С-НСИ-ТС-0001-ОБЩЕЕ,ПИК-ИИ-РПА-9999,СИБИРЬ-ЦТС-ПИК-ВВОД-НСИ-АСУ-ЭКСПРЕСС-ОТКР-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272352,01.06.2025 10:23:12,01.06.2025 12:23:12,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257214,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272355,01.06.2025 10:24:08,01.06.2025 12:24:08,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257216,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272358,01.06.2025 10:25:09,01.06.2025 12:25:09,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257220,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272360,01.06.2025 10:25:58,01.06.2025 12:25:58,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257221,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272361,01.06.2025 10:26:43,01.06.2025 12:26:43,,10.76.19.250,RPA,"1,00",11.0,1,ЗАП25-05257236,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-УРАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-СВРД,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СВРД-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272369,01.06.2025 10:25:02,01.06.2025 13:25:02,,,сотрудник,"1,00",38.0,1,ЗАП25-05257203,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-В,Чашкин Леонид Борисович,Западно-Сибирская ЖД,Иванов Иван Иванович,ВЧД-6-ИНСКАЯ-ЗСИБ,электронная почта,Ошибка пользователя,,,,06.05 АСУ ТОР ЭК,АРМ-МАСТЕРА-ТОР,направление цтс пик (вх),,,ЦТС-ИНФР-АСУ ТОР ЭК. ШАБЛОН ДЛЯ ОПЕРАТОРА КЦ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272391,01.06.2025 10:38:15,01.06.2025 12:38:15,,,RPA,"1,00",12.0,1,ЗАП25-05257229,дочерний объект,Направление ЦТС СП,ЕРП-АДМ-ПОРТАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,телефон,Ведение учетных записей,,,,15.01 СЕРВИСНЫЙ ПОРТАЛ РАБОТНИКА,ЕК-АСУТР-СЕРВИСНЫЙ-ПОРТАЛ-РАБОТНИКА,направление цтс пик (сп),РПА-РОБИН-ГВЦ-СП-ТС-10-ОБЩЕЕ,ЦТС-СП-0002,ЦТС-ЕРП-СП-КОНСУЛЬТАЦИЯ ПО АВТОРИЗАЦИИ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272392,01.06.2025 10:28:02,01.06.2025 10:28:02,,,RPA,"1,00",11.0,1,ЗАП25-05257207,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗ-ФПК-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272405,01.06.2025 10:32:02,01.06.2025 10:32:02,,,RPA,"1,00",11.0,1,ЗАП25-05257255,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ЮГ,Чашкин Леонид Борисович,Северо-Кавказская ЖД,Иванов Иван Иванович,СК-ФПК-СОБСТ-СКВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,СКВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272421,01.06.2025 10:35:50,01.06.2025 10:35:50,,,сотрудник,"1,00",16.0,1,ЗАП25-05257266,дочерний объект,Направление ЦТС ИНФР,БД-ПП,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,ДУД-ДЦС-МИЧУРИНСКИЙ-ЮВСТ,Чат Бот,Технологическая консультация в рамках инструкции,,,,09.03 АСУТ-НБД ЗМ,АСУТ-НБД-ЗМ,направление цтс пик (бд),ИИ-ЦРТ-АСУТ-НБД-ЗМ-АКТ-НОВ-ТС-0001-ОБЩЕЕ,ПИК-ИИ-РПА-9999,ЦТС-ПИК-АСУТ-НБД-ЗМ-АКТУАЛ-ВОПРОСЫ-О-ЧБ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272437,01.06.2025 10:36:56,01.06.2025 10:36:56,,,ЧБ,"1,00",12.0,1,ЗАП25-05257265,дочерний объект,Направление ЦТС СП,ЕРП-АДМ-ПОРТАЛ,Чашкин Леонид Борисович,Горьковская ЖД,Иванов Иван Иванович,ТЧЭ-15-АГРЫЗ-ГОР,Чат Бот,Ведение учетных записей,,,,15.01 СЕРВИСНЫЙ ПОРТАЛ РАБОТНИКА,ЕК-АСУТР-СЕРВИСНЫЙ-ПОРТАЛ-РАБОТНИКА,направление цтс пик (сп),ИИ-ЦРТ-СП-АВТОРИЗ-ТС-0001-ОБЩЕЕ,ПИК-ИИ-РПА-0166,ЦТС-ПИК-ЕК-АСУТР-СЕРВИСНЫЙ-ПОРТАЛ-АВТОРИЗАЦИЯ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272438,01.06.2025 10:38:02,01.06.2025 10:38:02,,,сотрудник,"1,00",25.0,1,ЗАП25-05257286,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Горьковская ЖД,Иванов Иван Иванович,ГЖА-ГОР,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ГОР-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272439,01.06.2025 10:38:03,01.06.2025 10:38:03,,,сотрудник,"1,00",25.0,1,ЗАП25-05257288,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Приволжская ЖД,Иванов Иван Иванович,ЖА-СОБСТВЕННО-ПРИВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ПРИВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272445,01.06.2025 10:39:01,01.06.2025 10:39:01,,,сотрудник,"1,00",20.0,1,ЗАП25-05257293,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Горьковская ЖД,Иванов Иван Иванович,ГЖА-ГОР,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ГОР-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272469,01.06.2025 10:44:02,01.06.2025 10:44:02,,,сотрудник,"1,00",25.0,1,ЗАП25-05257303,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ЮГ,Чашкин Леонид Борисович,Северо-Кавказская ЖД,Иванов Иван Иванович,СК-ФПК-СКЖА-СКВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,СКВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272473,01.06.2025 10:44:11,01.06.2025 10:44:11,,,RPA,"1,00",18.0,1,ЗАП25-05257302,дочерний объект,Направление развитие профкомпетенций,СЦО-СДО-ИО-ПП,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЭ-ЭЧ-5-АРХАНГЕЛЬСК-СЕВ,Чат бот помощник,"Технологическая консультация по вопросам, не отраженным в инструкции",,,,12.01 СДО ОАОРЖД,СДО-HR-ФУНКЦИОНАЛЬНОСТЬ,направление цтс пик (сцо),РПА-РОБИН-СДО-ТС-УЗ-0003-ОБЩЕЕ,ЦТС-ПИК-0047,ЦТС-ХОЛД-ИИ-СДО-ОАО-РЖД-НЕ-УСПЕШНО,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272476,01.06.2025 10:45:02,01.06.2025 10:45:02,,,сотрудник,"1,00",29.0,1,ЗАП25-05257300,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗ-ФПК-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272478,01.06.2025 10:46:45,01.06.2025 12:46:45,,,сотрудник,"1,00",38.0,1,ЗАП25-05257307,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-В,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ВЧДЭ-17-СВРД,Чат бот помощник,Ошибка пользователя,,,,06.05 АСУ ТОР ЭК,АРМ-МАСТЕРА-ТОР,направление цтс пик (вх),ИИ-ЦТР-АСУ-ТОР-ЭК-ТС-0007-ОБЩЕЕ,ПИК-ИИ-РПА-0302,ПИК-ИИ-АСУТОРЭК-НЕОТР-ДАННЫЕ-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272484,01.06.2025 10:43:35,01.06.2025 12:43:35,,,сотрудник,"1,00",38.0,1,ЗАП25-05257280,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-В,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ВЧДЭ-4-СВРД,телефон,Технологическая консультация в рамках инструкции,,,,06.05 АСУ ТОР ЭК,АРМ-МАСТЕРА-ТОР,направление цтс пик (вх),,,ЦТС-ИНФР-ПРОЧИЕ ВОПРОСЫ ПО АСУ ТОР ЭК,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272486,01.06.2025 10:45:39,01.06.2025 10:45:39,,,сотрудник,"0,89",42.0,1,ЗАП25-05257281,дочерний объект,Направление ЦТС ИНФР,ИЖТ-ПП-РЕМ,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ЦД-МДУД-ДЦС1-МОСК-КУРСКИЙ-МСК,телефон,Установка/Настройка АС на РМ,,,,06.03 АСУВОП-3,АСУВОП-3,направление цтс пик (рем),ИИ-ЦРТ-АСУВОП-3-ТС-0002-ОБЩЕЕ,ПИК-ИИ-РПА-0055,ЦТС-ИНФР-КОНСУЛЬТАЦИЯ ПО АСУВОП-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272493,01.06.2025 10:49:02,01.06.2025 10:49:02,,,сотрудник,"1,00",25.0,1,ЗАП25-05257311,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ЮГ,Чашкин Леонид Борисович,Северо-Кавказская ЖД,Иванов Иван Иванович,СК-ФПК-СКЖА-СКВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,СКВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272497,01.06.2025 10:50:15,01.06.2025 10:50:15,,,ЧБ,"1,00",26.0,1,ЗАП25-05257310,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ЦД-МДУД-ДЦС6-СМОЛЕНСКИЙ-МСК,Чат Бот,"Технологическая консультация по вопросам, не отраженным в инструкции",,,,06.01 ЕК АСУИ ТС-2 ДМ,ЕК-АСУИ,направление цтс пик (инфр),ИИ-ЦРТ-ЕКАСУИ-MAXIMO-УЗ-ТС-0001-ОБЩЕЕ,ИИ-ЦТС-ИНФР-0054,ЦТС-ИНФР-ЧАТ-БОТ-ВОССТАНОВЛЕНИЕ ПАРОЛЯ В ЕК АСУИ MAXIMO,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272501,01.06.2025 10:51:03,01.06.2025 10:51:03,,,сотрудник,"1,00",25.0,1,ЗАП25-05257343,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Горьковская ЖД,Иванов Иван Иванович,ГЖА-ГОР,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ГОР-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272510,01.06.2025 10:53:02,01.06.2025 10:53:02,,,сотрудник,"1,00",25.0,1,ЗАП25-05257351,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Приволжская ЖД,Иванов Иван Иванович,ЖА-СОБСТВЕННО-ПРИВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ПРИВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272511,01.06.2025 10:53:04,01.06.2025 10:53:04,,,сотрудник,"1,00",25.0,1,ЗАП25-05257347,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗЖА-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272524,01.06.2025 10:54:03,01.06.2025 10:54:03,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257364,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272525,01.06.2025 10:54:37,01.06.2025 10:54:37,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257365,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
